"Timestamp","1️⃣ Age Group:","2️⃣ Gender:","3️⃣ Current Education Level:","4️⃣ On a scale of 1 to 5, how stressed do you feel about academics? (1 = Not Stressed, 5 = Extremely Stressed)  ","5️⃣ How many hours per day do you spend on academic work (assignments, studying, lectures, etc.)?  ","6️⃣ What are the biggest academic stressors for you? (Select all that apply)  ","7️⃣ On average, how many hours of sleep do you get per night?  ","8️⃣ Do you engage in any of the following habits regularly? (Select all that apply)  ","9️⃣ How often do you feel overwhelmed by stress?  ","🔟 When feeling stressed or anxious, what helps you the most? (Select all that apply)  ","1️⃣1️⃣ Would you be interested in a WhatsApp chatbot that provides instant mental health tips?  ","1️⃣2️⃣ Would you like to receive personalized mental health insights based on your responses?  ","1️⃣3️⃣ What kind of support do you think would help improve student mental health? (Select all that apply)  ",""
"2025/02/19 2:06:02 PM GMT+5:30","22-25","Non-binary / Prefer not to say","High School","4️⃣","2-4 hours","Lack of Time Management","6-8 hours","Meditation or mindfulness practices","Always (Every day)","Taking short breaks or naps","Yes, I would love that!","No","Relaxation spaces in academic institutions",""
"2025/02/19 2:06:09 PM GMT+5:30","26+","Female","Postgraduate","5️⃣","4-6 hours","Lack of Time Management","Less than 4 hours","Meditation or mindfulness practices","Sometimes (A few times a month)","Taking short breaks or naps","Yes, I would love that!","No","Easy access to counseling services",""
"2025/02/19 2:06:17 PM GMT+5:30","19-21","Male","High School","5️⃣","2-4 hours","Competitive Environment","More than 8 hours","Meditation or mindfulness practices","Rarely (Almost never)","Taking short breaks or naps","No, I don’t think I’d use it.","No","Relaxation spaces in academic institutions",""
"2025/02/19 2:06:25 PM GMT+5:30","26+","Male","Postgraduate","1️⃣","4-6 hours","Exams & Tests","More than 8 hours","Regular exercise or physical activity","Rarely (Almost never)","Exercising or engaging in a hobby","Yes, I would love that!","Yes","Mindfulness workshops & stress management programs",""
"2025/02/19 2:06:33 PM GMT+5:30","26+","Non-binary / Prefer not to say","High School","1️⃣","Less than 2 hours","Assignments & Deadlines","Less than 4 hours","Healthy eating habits","Rarely (Almost never)","Using social media to distract myself","No, I don’t think I’d use it.","No","Relaxation spaces in academic institutions",""
"2025/02/19 2:06:41 PM GMT+5:30","16-18","Male","Postgraduate","3️⃣","2-4 hours","Assignments & Deadlines","4-6 hours","Healthy eating habits","Rarely (Almost never)","Seeking professional help (counseling, therapy)","Maybe, I’m curious.","No","Relaxation spaces in academic institutions",""
"2025/02/19 2:06:48 PM GMT+5:30","19-21","Male","High School","1️⃣","More than 6 hours","Maintaining Good Grades","Less than 4 hours","Healthy eating habits","Often (Several times a week)","Seeking professional help (counseling, therapy)","Yes, I would love that!","No","Online AI Chatbots for quick mental health advice",""
"2025/02/19 2:06:56 PM GMT+5:30","22-25","Non-binary / Prefer not to say","Postgraduate","3️⃣","More than 6 hours","Exams & Tests","6-8 hours","Socializing with friends/family","Always (Every day)","Seeking professional help (counseling, therapy)","No, I don’t think I’d use it.","Yes","Easy access to counseling services",""
"2025/02/19 2:07:04 PM GMT+5:30","26+","Male","Postgraduate","2️⃣","4-6 hours","Maintaining Good Grades","Less than 4 hours","Socializing with friends/family","Rarely (Almost never)","Talking to a friend or family member","No, I don’t think I’d use it.","Yes","Easy access to counseling services",""
"2025/02/19 2:07:12 PM GMT+5:30","16-18","Non-binary / Prefer not to say","Undergraduate","2️⃣","2-4 hours","Lack of Time Management","6-8 hours","Socializing with friends/family","Sometimes (A few times a month)","Seeking professional help (counseling, therapy)","Yes, I would love that!","Yes","Mindfulness workshops & stress management programs",""
"2025/02/19 2:07:20 PM GMT+5:30","19-21","Non-binary / Prefer not to say","High School","5️⃣","More than 6 hours","Exams & Tests","More than 8 hours","Healthy eating habits","Always (Every day)","Talking to a friend or family member","Maybe, I’m curious.","Yes","Relaxation spaces in academic institutions",""
"2025/02/19 2:07:28 PM GMT+5:30","26+","Female","Undergraduate","3️⃣","Less than 2 hours","Competitive Environment","More than 8 hours","Healthy eating habits","Rarely (Almost never)","Using social media to distract myself","Yes, I would love that!","No","Online AI Chatbots for quick mental health advice",""
"2025/02/19 2:07:35 PM GMT+5:30","26+","Non-binary / Prefer not to say","Postgraduate","1️⃣","2-4 hours","Competitive Environment","Less than 4 hours","Socializing with friends/family","Rarely (Almost never)","Exercising or engaging in a hobby","Maybe, I’m curious.","Yes","More mental health awareness in schools/universities",""
"2025/02/19 2:07:43 PM GMT+5:30","16-18","Female","High School","1️⃣","2-4 hours","Maintaining Good Grades","4-6 hours","Listening to music/podcasts for relaxation","Rarely (Almost never)","Talking to a friend or family member","Yes, I would love that!","Yes","Easy access to counseling services",""
"2025/02/19 2:07:51 PM GMT+5:30","26+","Non-binary / Prefer not to say","Undergraduate","4️⃣","4-6 hours","Lack of Time Management","6-8 hours","Socializing with friends/family","Sometimes (A few times a month)","Seeking professional help (counseling, therapy)","Yes, I would love that!","No","Relaxation spaces in academic institutions",""
"2025/02/19 2:07:59 PM GMT+5:30","26+","Non-binary / Prefer not to say","Postgraduate","1️⃣","Less than 2 hours","Lack of Time Management","4-6 hours","Meditation or mindfulness practices","Sometimes (A few times a month)","Taking short breaks or naps","No, I don’t think I’d use it.","No","Mindfulness workshops & stress management programs",""
"2025/02/19 2:08:07 PM GMT+5:30","22-25","Non-binary / Prefer not to say","High School","4️⃣","Less than 2 hours","Exams & Tests","6-8 hours","Regular exercise or physical activity","Rarely (Almost never)","Exercising or engaging in a hobby","Maybe, I’m curious.","Yes","Mindfulness workshops & stress management programs",""
"2025/02/19 2:08:15 PM GMT+5:30","16-18","Female","Postgraduate","3️⃣","Less than 2 hours","Competitive Environment","More than 8 hours","Healthy eating habits","Always (Every day)","Using social media to distract myself","No, I don’t think I’d use it.","No","More mental health awareness in schools/universities",""
"2025/02/19 2:08:22 PM GMT+5:30","16-18","Female","High School","1️⃣","More than 6 hours","Exams & Tests","More than 8 hours","Meditation or mindfulness practices","Rarely (Almost never)","Using social media to distract myself","No, I don’t think I’d use it.","No","Mindfulness workshops & stress management programs",""
"2025/02/19 2:08:30 PM GMT+5:30","19-21","Non-binary / Prefer not to say","Postgraduate","3️⃣","Less than 2 hours","Maintaining Good Grades","6-8 hours","Healthy eating habits","Sometimes (A few times a month)","Exercising or engaging in a hobby","Yes, I would love that!","No","Mindfulness workshops & stress management programs",""
"2025/02/19 2:08:38 PM GMT+5:30","26+","Female","Undergraduate","3️⃣","Less than 2 hours","Exams & Tests","4-6 hours","Regular exercise or physical activity","Often (Several times a week)","Taking short breaks or naps","No, I don’t think I’d use it.","Yes","Easy access to counseling services",""
"2025/02/19 2:08:46 PM GMT+5:30","26+","Non-binary / Prefer not to say","Postgraduate","4️⃣","4-6 hours","Competitive Environment","Less than 4 hours","Socializing with friends/family","Sometimes (A few times a month)","Taking short breaks or naps","No, I don’t think I’d use it.","Yes","Mindfulness workshops & stress management programs",""
"2025/02/19 2:08:54 PM GMT+5:30","19-21","Male","Postgraduate","1️⃣","4-6 hours","Maintaining Good Grades","4-6 hours","Healthy eating habits","Sometimes (A few times a month)","Using social media to distract myself","No, I don’t think I’d use it.","No","Online AI Chatbots for quick mental health advice",""
"2025/02/19 2:09:02 PM GMT+5:30","26+","Female","Postgraduate","1️⃣","More than 6 hours","Competitive Environment","6-8 hours","Listening to music/podcasts for relaxation","Rarely (Almost never)","Talking to a friend or family member","Maybe, I’m curious.","Yes","Relaxation spaces in academic institutions",""
"2025/02/19 2:09:09 PM GMT+5:30","22-25","Male","Undergraduate","2️⃣","Less than 2 hours","Exams & Tests","Less than 4 hours","Listening to music/podcasts for relaxation","Often (Several times a week)","Seeking professional help (counseling, therapy)","No, I don’t think I’d use it.","Yes","Relaxation spaces in academic institutions",""
"2025/02/19 2:09:17 PM GMT+5:30","16-18","Male","Postgraduate","3️⃣","2-4 hours","Exams & Tests","6-8 hours","Listening to music/podcasts for relaxation","Sometimes (A few times a month)","Exercising or engaging in a hobby","Yes, I would love that!","Yes","More mental health awareness in schools/universities",""
"2025/02/19 2:09:25 PM GMT+5:30","22-25","Female","Postgraduate","3️⃣","Less than 2 hours","Exams & Tests","More than 8 hours","Meditation or mindfulness practices","Often (Several times a week)","Taking short breaks or naps","Yes, I would love that!","Yes","Relaxation spaces in academic institutions",""
"2025/02/19 2:09:33 PM GMT+5:30","19-21","Male","Undergraduate","3️⃣","More than 6 hours","Exams & Tests","4-6 hours","Meditation or mindfulness practices","Rarely (Almost never)","Seeking professional help (counseling, therapy)","No, I don’t think I’d use it.","No","Easy access to counseling services",""
"2025/02/19 2:09:41 PM GMT+5:30","22-25","Female","Postgraduate","3️⃣","4-6 hours","Lack of Time Management","4-6 hours","Listening to music/podcasts for relaxation","Rarely (Almost never)","Taking short breaks or naps","No, I don’t think I’d use it.","No","More mental health awareness in schools/universities",""
"2025/02/19 2:09:49 PM GMT+5:30","22-25","Non-binary / Prefer not to say","High School","5️⃣","Less than 2 hours","Competitive Environment","4-6 hours","Listening to music/podcasts for relaxation","Always (Every day)","Talking to a friend or family member","Yes, I would love that!","Yes","Online AI Chatbots for quick mental health advice",""
"2025/02/19 2:09:57 PM GMT+5:30","22-25","Female","High School","2️⃣","Less than 2 hours","Competitive Environment","4-6 hours","Regular exercise or physical activity","Often (Several times a week)","Taking short breaks or naps","Yes, I would love that!","No","Relaxation spaces in academic institutions",""
"2025/02/19 2:10:05 PM GMT+5:30","26+","Female","Postgraduate","4️⃣","4-6 hours","Exams & Tests","Less than 4 hours","Meditation or mindfulness practices","Always (Every day)","Taking short breaks or naps","No, I don’t think I’d use it.","Yes","Mindfulness workshops & stress management programs",""
"2025/02/19 2:10:12 PM GMT+5:30","26+","Non-binary / Prefer not to say","Undergraduate","4️⃣","Less than 2 hours","Exams & Tests","6-8 hours","Meditation or mindfulness practices","Sometimes (A few times a month)","Seeking professional help (counseling, therapy)","No, I don’t think I’d use it.","Yes","Relaxation spaces in academic institutions",""
"2025/02/19 2:10:20 PM GMT+5:30","22-25","Female","Undergraduate","1️⃣","More than 6 hours","Assignments & Deadlines","6-8 hours","Listening to music/podcasts for relaxation","Rarely (Almost never)","Exercising or engaging in a hobby","No, I don’t think I’d use it.","Yes","Online AI Chatbots for quick mental health advice",""
"2025/02/19 2:10:28 PM GMT+5:30","16-18","Male","Postgraduate","2️⃣","More than 6 hours","Competitive Environment","4-6 hours","Listening to music/podcasts for relaxation","Sometimes (A few times a month)","Using social media to distract myself","Yes, I would love that!","No","Easy access to counseling services",""
"2025/02/19 2:10:36 PM GMT+5:30","22-25","Male","Undergraduate","2️⃣","4-6 hours","Exams & Tests","4-6 hours","Regular exercise or physical activity","Often (Several times a week)","Seeking professional help (counseling, therapy)","No, I don’t think I’d use it.","No","Mindfulness workshops & stress management programs",""
"2025/02/19 2:10:44 PM GMT+5:30","16-18","Female","Postgraduate","2️⃣","Less than 2 hours","Lack of Time Management","6-8 hours","Healthy eating habits","Often (Several times a week)","Seeking professional help (counseling, therapy)","Yes, I would love that!","Yes","More mental health awareness in schools/universities",""
"2025/02/19 2:10:52 PM GMT+5:30","19-21","Male","Undergraduate","2️⃣","Less than 2 hours","Exams & Tests","6-8 hours","Meditation or mindfulness practices","Often (Several times a week)","Seeking professional help (counseling, therapy)","Yes, I would love that!","Yes","More mental health awareness in schools/universities",""
"2025/02/19 2:11:00 PM GMT+5:30","19-21","Male","Postgraduate","3️⃣","Less than 2 hours","Competitive Environment","More than 8 hours","Meditation or mindfulness practices","Rarely (Almost never)","Talking to a friend or family member","Maybe, I’m curious.","Yes","Relaxation spaces in academic institutions",""
"2025/02/19 2:11:08 PM GMT+5:30","22-25","Male","Undergraduate","2️⃣","2-4 hours","Assignments & Deadlines","6-8 hours","Listening to music/podcasts for relaxation","Sometimes (A few times a month)","Taking short breaks or naps","Yes, I would love that!","Yes","More mental health awareness in schools/universities",""
